Date (Year-Month),Location,Category,Reference_Index,Index(%)
2002-04,Quebec,House only,"Index, 201612=100",65.1
2002-04,Quebec,Land only,"Index, 201612=100",59.4
2002-04,"Québec, Quebec",Total (house and land),"Index, 201612=100",61.0
2002-04,"Québec, Quebec",House only,"Index, 201612=100",68.2
2002-04,"Québec, Quebec",Land only,"Index, 201612=100",47.6
2002-04,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
2002-04,"Sherbrooke, Quebec",House only,"Index, 201612=100",
2002-04,"Sherbrooke, Quebec",Land only,"Index, 201612=100",
2002-04,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
2002-04,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
2002-04,"Trois-Rivières, Quebec",Land only,"Index, 201612=100",
2002-04,"Montréal, Quebec",Total (house and land),"Index, 201612=100",63.8
2002-04,"Montréal, Quebec",House only,"Index, 201612=100",64.4
2002-04,"Montréal, Quebec",Land only,"Index, 201612=100",62.6
2002-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),"Index, 201612=100",
2002-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
2002-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,"Index, 201612=100",
2002-04,Ontario,Total (house and land),"Index, 201612=100",61.4
2002-04,Ontario,House only,"Index, 201612=100",54.8
2002-04,Ontario,Land only,"Index, 201612=100",78.8
2002-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),"Index, 201612=100",71.3
2002-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",70.0
2002-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,"Index, 201612=100",79.9
2002-04,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
2002-04,"Oshawa, Ontario",House only,"Index, 201612=100",
2002-04,"Oshawa, Ontario",Land only,"Index, 201612=100",
2002-04,"Toronto, Ontario",Total (house and land),"Index, 201612=100",57.9
2002-04,"Toronto, Ontario",House only,"Index, 201612=100",49.3
2002-04,"Toronto, Ontario",Land only,"Index, 201612=100",78.1
2002-04,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",62.7
2002-04,"Hamilton, Ontario",House only,"Index, 201612=100",56.9
2002-04,"Hamilton, Ontario",Land only,"Index, 201612=100",77.3
2002-04,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",63.1
2002-04,"St. Catharines-Niagara, Ontario",House only,"Index, 201612=100",59.2
2002-04,"St. Catharines-Niagara, Ontario",Land only,"Index, 201612=100",73.2
2002-04,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",68.4
2002-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",63.1
2002-04,"Kitchener-Cambridge-Waterloo, Ontario",Land only,"Index, 201612=100",85.5
2002-04,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
2002-04,"Guelph, Ontario",House only,"Index, 201612=100",
2002-04,"Guelph, Ontario",Land only,"Index, 201612=100",
2002-04,"London, Ontario",Total (house and land),"Index, 201612=100",66.4
2002-04,"London, Ontario",House only,"Index, 201612=100",60.5
2002-04,"London, Ontario",Land only,"Index, 201612=100",92.8
2002-04,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.2
2002-04,"Windsor, Ontario",House only,"Index, 201612=100",96.4
2002-04,"Windsor, Ontario",Land only,"Index, 201612=100",86.4
2002-04,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",81.4
2002-04,"Greater Sudbury, Ontario",House only,"Index, 201612=100",81.4
2002-04,"Greater Sudbury, Ontario",Land only,"Index, 201612=100",80.6
2002-04,Prairie Region,Total (house and land),"Index, 201612=100",48.7
2002-04,Prairie Region,House only,"Index, 201612=100",51.2
2002-04,Prairie Region,Land only,"Index, 201612=100",44.4
2002-04,Manitoba,Total (house and land),"Index, 201612=100",47.1
2002-04,Manitoba,House only,"Index, 201612=100",52.2
2002-04,Manitoba,Land only,"Index, 201612=100",35.4
2002-04,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",47.1
2002-04,"Winnipeg, Manitoba",House only,"Index, 201612=100",52.2
2002-04,"Winnipeg, Manitoba",Land only,"Index, 201612=100",35.4
2002-04,Saskatchewan,Total (house and land),"Index, 201612=100",43.8
2002-04,Saskatchewan,House only,"Index, 201612=100",45.0
2002-04,Saskatchewan,Land only,"Index, 201612=100",40.8
2002-04,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",39.0
2002-04,"Regina, Saskatchewan",House only,"Index, 201612=100",40.3
2002-04,"Regina, Saskatchewan",Land only,"Index, 201612=100",35.3
2002-04,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",48.1
2002-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",49.6
2002-04,"Saskatoon, Saskatchewan",Land only,"Index, 201612=100",44.7
2002-04,Alberta,Total (house and land),"Index, 201612=100",49.4
2002-04,Alberta,House only,"Index, 201612=100",51.8
2002-04,Alberta,Land only,"Index, 201612=100",45.5
2002-04,"Calgary, Alberta",Total (house and land),"Index, 201612=100",45.6
2002-04,"Calgary, Alberta",House only,"Index, 201612=100",47.1
2002-04,"Calgary, Alberta",Land only,"Index, 201612=100",43.3
2002-04,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",53.9
2002-04,"Edmonton, Alberta",House only,"Index, 201612=100",58.1
2002-04,"Edmonton, Alberta",Land only,"Index, 201612=100",46.4
2002-04,British Columbia,Total (house and land),"Index, 201612=100",76.2
2002-04,British Columbia,House only,"Index, 201612=100",74.2
2002-04,British Columbia,Land only,"Index, 201612=100",82.7
2002-04,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
2002-04,"Kelowna, British Columbia",House only,"Index, 201612=100",
2002-04,"Kelowna, British Columbia",Land only,"Index, 201612=100",
2002-04,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",75.3
2002-04,"Vancouver, British Columbia",House only,"Index, 201612=100",71.7
2002-04,"Vancouver, British Columbia",Land only,"Index, 201612=100",86.2
2002-04,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",84.3
2002-04,"Victoria, British Columbia",House only,"Index, 201612=100",103.4
2002-04,"Victoria, British Columbia",Land only,"Index, 201612=100",59.4
2002-05,Canada,Total (house and land),"Index, 201612=100",61.8
2002-05,Canada,House only,"Index, 201612=100",59.3
2002-05,Canada,Land only,"Index, 201612=100",68.5
2002-05,Atlantic Region,Total (house and land),"Index, 201612=100",66.6
2002-05,Atlantic Region,House only,"Index, 201612=100",68.2
2002-05,Atlantic Region,Land only,"Index, 201612=100",61.6
2002-05,Newfoundland and Labrador,Total (house and land),"Index, 201612=100",52.0
2002-05,Newfoundland and Labrador,House only,"Index, 201612=100",53.4
2002-05,Newfoundland and Labrador,Land only,"Index, 201612=100",48.2
2002-05,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",52.0
2002-05,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",53.4
2002-05,"St. John's, Newfoundland and Labrador",Land only,"Index, 201612=100",48.2
2002-05,Prince Edward Island,Total (house and land),"Index, 201612=100",86.2
2002-05,Prince Edward Island,House only,"Index, 201612=100",88.6
2002-05,Prince Edward Island,Land only,"Index, 201612=100",75.1
2002-05,"Charlottetown, Prince Edward Island",Total (house and land),"Index, 201612=100",86.2
2002-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",88.6
2002-05,"Charlottetown, Prince Edward Island",Land only,"Index, 201612=100",75.1
2002-05,Nova Scotia,Total (house and land),"Index, 201612=100",69.1
2002-05,Nova Scotia,House only,"Index, 201612=100",68.5
2002-05,Nova Scotia,Land only,"Index, 201612=100",70.8
2002-05,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",69.1
2002-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",68.5
2002-05,"Halifax, Nova Scotia",Land only,"Index, 201612=100",70.8
2002-05,New Brunswick,Total (house and land),"Index, 201612=100",80.2
2002-05,New Brunswick,House only,"Index, 201612=100",81.0
2002-05,New Brunswick,Land only,"Index, 201612=100",79.4
2002-05,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),"Index, 201612=100",80.2
2002-05,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",81.0
2002-05,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,"Index, 201612=100",79.4
2002-05,Quebec,Total (house and land),"Index, 201612=100",63.8
2002-05,Quebec,House only,"Index, 201612=100",65.5
2002-05,Quebec,Land only,"Index, 201612=100",59.9
2002-05,"Québec, Quebec",Total (house and land),"Index, 201612=100",61.3
2002-05,"Québec, Quebec",House only,"Index, 201612=100",68.5
2002-05,"Québec, Quebec",Land only,"Index, 201612=100",47.9
2002-05,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
2002-05,"Sherbrooke, Quebec",House only,"Index, 201612=100",
2002-05,"Sherbrooke, Quebec",Land only,"Index, 201612=100",
2002-05,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
2002-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
2002-05,"Trois-Rivières, Quebec",Land only,"Index, 201612=100",
2002-05,"Montréal, Quebec",Total (house and land),"Index, 201612=100",64.1
2002-05,"Montréal, Quebec",House only,"Index, 201612=100",64.8
2002-05,"Montréal, Quebec",Land only,"Index, 201612=100",63.3
2002-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),"Index, 201612=100",
2002-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
2002-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,"Index, 201612=100",
2002-05,Ontario,Total (house and land),"Index, 201612=100",61.8
2002-05,Ontario,House only,"Index, 201612=100",55.2
2002-05,Ontario,Land only,"Index, 201612=100",78.9
2002-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),"Index, 201612=100",71.8
2002-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",70.6
2002-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,"Index, 201612=100",79.9
2002-05,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
2002-05,"Oshawa, Ontario",House only,"Index, 201612=100",
2002-05,"Oshawa, Ontario",Land only,"Index, 201612=100",
2002-05,"Toronto, Ontario",Total (house and land),"Index, 201612=100",58.3
2002-05,"Toronto, Ontario",House only,"Index, 201612=100",49.7
2002-05,"Toronto, Ontario",Land only,"Index, 201612=100",78.1
2002-05,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",63.2
2002-05,"Hamilton, Ontario",House only,"Index, 201612=100",57.6
2002-05,"Hamilton, Ontario",Land only,"Index, 201612=100",77.3
2002-05,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",63.2
2002-05,"St. Catharines-Niagara, Ontario",House only,"Index, 201612=100",59.3
2002-05,"St. Catharines-Niagara, Ontario",Land only,"Index, 201612=100",73.2
2002-05,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",69.9
2002-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",64.9
2002-05,"Kitchener-Cambridge-Waterloo, Ontario",Land only,"Index, 201612=100",85.6
2002-05,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
2002-05,"Guelph, Ontario",House only,"Index, 201612=100",
2002-05,"Guelph, Ontario",Land only,"Index, 201612=100",
2002-05,"London, Ontario",Total (house and land),"Index, 201612=100",66.3
2002-05,"London, Ontario",House only,"Index, 201612=100",60.3
2002-05,"London, Ontario",Land only,"Index, 201612=100",92.8
2002-05,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.1
2002-05,"Windsor, Ontario",House only,"Index, 201612=100",96.3
2002-05,"Windsor, Ontario",Land only,"Index, 201612=100",86.4
2002-05,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",82.3
2002-05,"Greater Sudbury, Ontario",House only,"Index, 201612=100",81.6
2002-05,"Greater Sudbury, Ontario",Land only,"Index, 201612=100",83.5
2002-05,Prairie Region,Total (house and land),"Index, 201612=100",49.2
2002-05,Prairie Region,House only,"Index, 201612=100",51.6
2002-05,Prairie Region,Land only,"Index, 201612=100",44.8
2002-05,Manitoba,Total (house and land),"Index, 201612=100",47.1
2002-05,Manitoba,House only,"Index, 201612=100",52.2
2002-05,Manitoba,Land only,"Index, 201612=100",35.4
2002-05,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",47.1
2002-05,"Winnipeg, Manitoba",House only,"Index, 201612=100",52.2
2002-05,"Winnipeg, Manitoba",Land only,"Index, 201612=100",35.4
2002-05,Saskatchewan,Total (house and land),"Index, 201612=100",43.8
2002-05,Saskatchewan,House only,"Index, 201612=100",45.0
2002-05,Saskatchewan,Land only,"Index, 201612=100",40.8
2002-05,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",39.0
2002-05,"Regina, Saskatchewan",House only,"Index, 201612=100",40.3
2002-05,"Regina, Saskatchewan",Land only,"Index, 201612=100",35.3
2002-05,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",48.1
2002-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",49.6
2002-05,"Saskatoon, Saskatchewan",Land only,"Index, 201612=100",44.7
2002-05,Alberta,Total (house and land),"Index, 201612=100",49.9
2002-05,Alberta,House only,"Index, 201612=100",52.3
2002-05,Alberta,Land only,"Index, 201612=100",46.0
2002-05,"Calgary, Alberta",Total (house and land),"Index, 201612=100",45.9
2002-05,"Calgary, Alberta",House only,"Index, 201612=100",47.6
2002-05,"Calgary, Alberta",Land only,"Index, 201612=100",43.5
2002-05,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",54.7
2002-05,"Edmonton, Alberta",House only,"Index, 201612=100",58.9
2002-05,"Edmonton, Alberta",Land only,"Index, 201612=100",47.3
2002-05,British Columbia,Total (house and land),"Index, 201612=100",76.5
2002-05,British Columbia,House only,"Index, 201612=100",74.7
2002-05,British Columbia,Land only,"Index, 201612=100",82.4
2002-05,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
2002-05,"Kelowna, British Columbia",House only,"Index, 201612=100",
2002-05,"Kelowna, British Columbia",Land only,"Index, 201612=100",
2002-05,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",75.3
2002-05,"Vancouver, British Columbia",House only,"Index, 201612=100",71.9
2002-05,"Vancouver, British Columbia",Land only,"Index, 201612=100",85.9
2002-05,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",87.2
2002-05,"Victoria, British Columbia",House only,"Index, 201612=100",108.5
2002-05,"Victoria, British Columbia",Land only,"Index, 201612=100",59.4
2002-06,Canada,Total (house and land),"Index, 201612=100",61.9
2002-06,Canada,House only,"Index, 201612=100",59.5
2002-06,Canada,Land only,"Index, 201612=100",68.5
2002-06,Atlantic Region,Total (house and land),"Index, 201612=100",66.6
2002-06,Atlantic Region,House only,"Index, 201612=100",68.2
2002-06,Atlantic Region,Land only,"Index, 201612=100",61.7
2002-06,Newfoundland and Labrador,Total (house and land),"Index, 201612=100",52.1
2002-06,Newfoundland and Labrador,House only,"Index, 201612=100",53.7
2002-06,Newfoundland and Labrador,Land only,"Index, 201612=100",48.3
2002-06,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",52.1
2002-06,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",53.7
2002-06,"St. John's, Newfoundland and Labrador",Land only,"Index, 201612=100",48.3
2002-06,Prince Edward Island,Total (house and land),"Index, 201612=100",86.2
2002-06,Prince Edward Island,House only,"Index, 201612=100",88.6
2002-06,Prince Edward Island,Land only,"Index, 201612=100",75.1
2002-06,"Charlottetown, Prince Edward Island",Total (house and land),"Index, 201612=100",86.2
2002-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",88.6
2002-06,"Charlottetown, Prince Edward Island",Land only,"Index, 201612=100",75.1
2002-06,Nova Scotia,Total (house and land),"Index, 201612=100",69.1
2002-06,Nova Scotia,House only,"Index, 201612=100",68.5
2002-06,Nova Scotia,Land only,"Index, 201612=100",70.8
2002-06,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",69.1
2002-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",68.5
2002-06,"Halifax, Nova Scotia",Land only,"Index, 201612=100",70.8
2002-06,New Brunswick,Total (house and land),"Index, 201612=100",80.1
2002-06,New Brunswick,House only,"Index, 201612=100",80.8
2002-06,New Brunswick,Land only,"Index, 201612=100",79.4
2002-06,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),"Index, 201612=100",80.1
2002-06,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",80.8
2002-06,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,"Index, 201612=100",79.4
2002-06,Quebec,Total (house and land),"Index, 201612=100",63.9
2002-06,Quebec,House only,"Index, 201612=100",65.6
2002-06,Quebec,Land only,"Index, 201612=100",60.1
2002-06,"Québec, Quebec",Total (house and land),"Index, 201612=100",61.5
2002-06,"Québec, Quebec",House only,"Index, 201612=100",68.8
2002-06,"Québec, Quebec",Land only,"Index, 201612=100",47.9
2002-06,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
2002-06,"Sherbrooke, Quebec",House only,"Index, 201612=100",
2002-06,"Sherbrooke, Quebec",Land only,"Index, 201612=100",
2002-06,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
2002-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
2002-06,"Trois-Rivières, Quebec",Land only,"Index, 201612=100",
2002-06,"Montréal, Quebec",Total (house and land),"Index, 201612=100",64.3
